sample,qc_param,qc_flag,plutoF_data,gsheets_data
ARMS_Plymouth_MBA2_20180701_20181001_SF40_ETOH,arms_id,fail,not found,ARMS_Plymouth_MBA2_20180701_20181001_SF40_ETOH
ARMS_Ravenna_RavH1_20210422_20210722_MF100,arms_id,fail,not found,ARMS_Ravenna_RavH1_20210422_20210722_MF100
ARMS_Ravenna_RavH1_20210422_20210722_MF500,arms_id,fail,not found,ARMS_Ravenna_RavH1_20210422_20210722_MF500
ARMS_Ravenna_RavH1_20210422_20210722_SF40,arms_id,fail,not found,ARMS_Ravenna_RavH1_20210422_20210722_SF40
ARMS_Ravenna_RavH2_20210422_20210722_MF100,arms_id,fail,not found,ARMS_Ravenna_RavH2_20210422_20210722_MF100
ARMS_Ravenna_RavH2_20210422_20210722_MF500,arms_id,fail,not found,ARMS_Ravenna_RavH2_20210422_20210722_MF500
ARMS_Ravenna_RavH2_20210422_20210722_SF40,arms_id,fail,not found,ARMS_Ravenna_RavH2_20210422_20210722_SF40
ARMS_Ravenna_RavH3_20210422_20210722_MF100,arms_id,fail,not found,ARMS_Ravenna_RavH3_20210422_20210722_MF100
ARMS_Ravenna_RavH3_20210422_20210722_MF500,arms_id,fail,not found,ARMS_Ravenna_RavH3_20210422_20210722_MF500
ARMS_Ravenna_RavH3_20210422_20210722_SF40,arms_id,fail,not found,ARMS_Ravenna_RavH3_20210422_20210722_SF40
ARMS_Ravenna_RavM1_20210422_20210722_MF100,arms_id,fail,not found,ARMS_Ravenna_RavM1_20210422_20210722_MF100
ARMS_Ravenna_RavM1_20210422_20210722_MF500,arms_id,fail,not found,ARMS_Ravenna_RavM1_20210422_20210722_MF500
ARMS_Ravenna_RavM1_20210422_20210722_SF40,arms_id,fail,not found,ARMS_Ravenna_RavM1_20210422_20210722_SF40
ARMS_Ravenna_RavM2_20210422_20210722_MF100,arms_id,fail,not found,ARMS_Ravenna_RavM2_20210422_20210722_MF100
ARMS_Ravenna_RavM2_20210422_20210722_MF500,arms_id,fail,not found,ARMS_Ravenna_RavM2_20210422_20210722_MF500
ARMS_Ravenna_RavM2_20210422_20210722_SF40,arms_id,fail,not found,ARMS_Ravenna_RavM2_20210422_20210722_SF40
ARMS_Ravenna_RavM3_20210422_20210722_MF100,arms_id,fail,not found,ARMS_Ravenna_RavM3_20210422_20210722_MF100
ARMS_Ravenna_RavM3_20210422_20210722_MF500,arms_id,fail,not found,ARMS_Ravenna_RavM3_20210422_20210722_MF500
ARMS_Ravenna_RavM3_20210422_20210722_SF40,arms_id,fail,not found,ARMS_Ravenna_RavM3_20210422_20210722_SF40
ARMS_Roscoff_BasBloS1_20180711_20181025_MF100_DMSO,arms_id,fail,not found,ARMS_Roscoff_BasBloS1_20180711_20181025_MF100_DMSO
ARMS_Roscoff_BasBloS1_20180711_20181025_MF500_DMSO,arms_id,fail,not found,ARMS_Roscoff_BasBloS1_20180711_20181025_MF500_DMSO
ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO,arms_id,fail,not found,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO
ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO,arms_id,fail,not found,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_DMSO
ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH,arms_id,fail,not found,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH
ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH,arms_id,fail,not found,ARMS_Roscoff_BasBloS1_20180711_20181025_SF40_ETOH
ARMS_Roscoff_BasBloS1_20190612_20200527_MF100,arms_id,fail,not found,ARMS_Roscoff_BasBloS1_20190612_20200527_MF100
ARMS_Roscoff_BasBloS1_20190612_20200527_MF500,arms_id,fail,not found,ARMS_Roscoff_BasBloS1_20190612_20200527_MF500
ARMS_Roscoff_BasBloS1_20190612_20200527_SF40,arms_id,fail,not found,ARMS_Roscoff_BasBloS1_20190612_20200527_SF40
ARMS_Roscoff_BasBloS2_20190612_20200528_MF100,arms_id,fail,not found,ARMS_Roscoff_BasBloS2_20190612_20200528_MF100
ARMS_Roscoff_BasBloS2_20190612_20200528_MF500,arms_id,fail,not found,ARMS_Roscoff_BasBloS2_20190612_20200528_MF500
ARMS_Roscoff_BasBloS2_20190612_20200528_SF40,arms_id,fail,not found,ARMS_Roscoff_BasBloS2_20190612_20200528_SF40
ARMS_Roscoff_BasBloS3_20190612_20200529_MF100,arms_id,fail,not found,ARMS_Roscoff_BasBloS3_20190612_20200529_MF100
ARMS_Roscoff_BasBloS3_20190612_20200529_MF500,arms_id,fail,not found,ARMS_Roscoff_BasBloS3_20190612_20200529_MF500
ARMS_Roscoff_BasBloS3_20190612_20200529_SF40,arms_id,fail,not found,ARMS_Roscoff_BasBloS3_20190612_20200529_SF40
ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_DMSO,arms_id,fail,not found,ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_DMSO
ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_ETOH,arms_id,fail,not found,ARMS_Roscoff_MarBloR1_20180709_20181024_MF100_ETOH
ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_DMSO,arms_id,fail,not found,ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_DMSO
ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_ETOH,arms_id,fail,not found,ARMS_Roscoff_MarBloR1_20180709_20181024_MF500_ETOH
ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_DMSO,arms_id,fail,not found,ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_DMSO
ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_ETOH,arms_id,fail,not found,ARMS_Roscoff_MarBloR1_20180709_20181024_SF40_ETOH
ARMS_Roscoff_MarBloR1_20190612_20190916_MF100,arms_id,fail,not found,ARMS_Roscoff_MarBloR1_20190612_20190916_MF100
ARMS_Roscoff_MarBloR1_20190612_20190916_MF500,arms_id,fail,not found,ARMS_Roscoff_MarBloR1_20190612_20190916_MF500
ARMS_Roscoff_MarBloR1_20190612_20190916_SF40,arms_id,fail,not found,ARMS_Roscoff_MarBloR1_20190612_20190916_SF40
ARMS_Roscoff_MarBloR2_20190612_20190917_MF100,arms_id,fail,not found,ARMS_Roscoff_MarBloR2_20190612_20190917_MF100
ARMS_Roscoff_MarBloR2_20190612_20190917_MF500,arms_id,fail,not found,ARMS_Roscoff_MarBloR2_20190612_20190917_MF500
ARMS_Roscoff_MarBloR2_20190612_20190917_SF40,arms_id,fail,not found,ARMS_Roscoff_MarBloR2_20190612_20190917_SF40
ARMS_Roscoff_MarBloR3_20190612_20190918_MF100,arms_id,fail,not found,ARMS_Roscoff_MarBloR3_20190612_20190918_MF100
ARMS_Roscoff_MarBloR3_20190612_20190918_MF500,arms_id,fail,not found,ARMS_Roscoff_MarBloR3_20190612_20190918_MF500
ARMS_Roscoff_MarBloR3_20190612_20190918_SF40,arms_id,fail,not found,ARMS_Roscoff_MarBloR3_20190612_20190918_SF40
ARMS_Svalbard_S1_20180706_20190806_MF100_ETOH,arms_id,fail,not found,ARMS_Svalbard_S1_20180706_20190806_MF100_ETOH
ARMS_Svalbard_S1_20180706_20190806_MF500_ETOH,arms_id,fail,not found,ARMS_Svalbard_S1_20180706_20190806_MF500_ETOH
ARMS_Svalbard_S1_20180706_20190806_SF40_ETOH,arms_id,fail,not found,ARMS_Svalbard_S1_20180706_20190806_SF40_ETOH
ARMS_Svalbard_S1_20190806_20200804_MF100,arms_id,fail,not found,ARMS_Svalbard_S1_20190806_20200804_MF100
ARMS_Svalbard_S1_20190806_20200804_MF500,arms_id,fail,not found,ARMS_Svalbard_S1_20190806_20200804_MF500
ARMS_Svalbard_S1_20190806_20200804_SF40,arms_id,fail,not found,ARMS_Svalbard_S1_20190806_20200804_SF40
ARMS_Svalbard_S2_20180708_20190805_MF100_ETOH,arms_id,fail,not found,ARMS_Svalbard_S2_20180708_20190805_MF100_ETOH
ARMS_Svalbard_S2_20180708_20190805_MF500_ETOH,arms_id,fail,not found,ARMS_Svalbard_S2_20180708_20190805_MF500_ETOH
ARMS_Svalbard_S2_20180708_20190805_SF40_ETOH,arms_id,fail,not found,ARMS_Svalbard_S2_20180708_20190805_SF40_ETOH
ARMS_Svalbard_S2_20190805_20200801_MF100,arms_id,fail,not found,ARMS_Svalbard_S2_20190805_20200801_MF100
ARMS_Svalbard_S2_20190805_20200801_MF500,arms_id,fail,not found,ARMS_Svalbard_S2_20190805_20200801_MF500
ARMS_Svalbard_S2_20190805_20200801_SF40,arms_id,fail,not found,ARMS_Svalbard_S2_20190805_20200801_SF40
ARMS_SWC_Bjorko1_20200131_20200518_MF100,event_id,pass,,
ARMS_SWC_Bjorko1_20200131_20200518_MF500,event_id,pass,,
ARMS_SWC_Bjorko1_20200131_20200518_SF40,event_id,pass,,
ARMS_SWC_Gbg1_20200206_20200520_MF100,event_id,pass,,
ARMS_SWC_Gbg1_20200206_20200520_MF500,event_id,pass,,
ARMS_SWC_Gbg1_20200206_20200520_SF40,event_id,pass,,
ARMS_SWC_Gbg2_20200206_20200520_MF100,event_id,pass,,
ARMS_SWC_Gbg2_20200206_20200520_MF500,event_id,pass,,
ARMS_SWC_Gbg2_20200206_20200520_SF40,event_id,pass,,
ARMS_SWC_Gbg3_20200206_20200529_MF100,event_id,pass,,
ARMS_SWC_Gbg3_20200206_20200529_MF500,event_id,pass,,
ARMS_SWC_Gbg3_20200206_20200529_SF40,event_id,pass,,
ARMS_SWC_Gbg4_20200206_20200529_MF100,event_id,pass,,
ARMS_SWC_Gbg4_20200206_20200529_MF500,event_id,pass,,
ARMS_SWC_Gbg4_20200206_20200529_SF40,event_id,pass,,
ARMS_SWC_Helsingborg1_20200305_20200604_MF100,event_id,pass,,
ARMS_SWC_Helsingborg1_20200305_20200604_MF500,event_id,pass,,
ARMS_SWC_Helsingborg1_20200305_20200604_SF40,event_id,pass,,
ARMS_SWC_Helsingborg2_20200305_20200604_MF100,event_id,fail,ARMS_SWC_Helsignborg2_20200305_20200604,ARMS_SWC_Helsingborg2_20200305_20200604
ARMS_SWC_Helsingborg2_20200305_20200604_MF500,event_id,fail,ARMS_SWC_Helsignborg2_20200305_20200604,ARMS_SWC_Helsingborg2_20200305_20200604
ARMS_SWC_Helsingborg2_20200305_20200604_SF40,event_id,fail,ARMS_SWC_Helsignborg2_20200305_20200604,ARMS_SWC_Helsingborg2_20200305_20200604
ARMS_SWC_Hjuvik1_20200131_20200518_MF100,event_id,pass,,
ARMS_SWC_Hjuvik1_20200131_20200518_MF500,event_id,pass,,
ARMS_SWC_Hjuvik1_20200131_20200518_SF40,event_id,pass,,
ARMS_SWC_Marstrand1_20200228_20200527_MF100,event_id,pass,,
ARMS_SWC_Marstrand1_20200228_20200527_MF500,event_id,pass,,
ARMS_SWC_Marstrand1_20200228_20200527_SF40,event_id,pass,,
ARMS_SWC_Marstrand2_20200228_20200527_MF100,event_id,pass,,
ARMS_SWC_Marstrand2_20200228_20200527_MF500,event_id,pass,,
ARMS_SWC_Marstrand2_20200228_20200527_SF40,event_id,pass,,
ARMS_SWC_Marstrand3_20200228_20200527_MF100,event_id,pass,,
ARMS_SWC_Marstrand3_20200228_20200527_MF500,event_id,pass,,
ARMS_SWC_Marstrand3_20200228_20200527_SF40,event_id,pass,,
ARMS_SWC_Preemraff1_20200401_20200715_MF100,event_id,pass,,
ARMS_SWC_Preemraff1_20200401_20200715_MF500,event_id,pass,,
ARMS_SWC_Preemraff1_20200401_20200715_SF40,event_id,pass,,
ARMS_SWC_Preemraff2_20200401_20200715_MF100,event_id,pass,,
ARMS_SWC_Preemraff2_20200401_20200715_MF500,event_id,pass,,
ARMS_SWC_Preemraff2_20200401_20200715_SF40,event_id,pass,,
ARMS_SWC_Varberg1_20200213_20200603_MF100,event_id,pass,,
ARMS_SWC_Varberg1_20200213_20200603_MF500,event_id,pass,,
ARMS_SWC_Varberg1_20200213_20200603_SF40,event_id,pass,,
ARMS_SWC_Varberg2_20200213_20200603_MF100,event_id,pass,,
ARMS_SWC_Varberg2_20200213_20200603_MF500,event_id,pass,,
ARMS_SWC_Varberg2_20200213_20200603_SF40,event_id,pass,,
ARMS_SWC_Varberg3_20200213_20200603_MF100,event_id,pass,,
ARMS_SWC_Varberg3_20200213_20200603_MF500,event_id,pass,,
ARMS_SWC_Varberg3_20200213_20200603_SF40,event_id,pass,,
ARMS_TZS_Angbat_20180711_20181106_MF100_ETOH,arms_id,fail,not found,ARMS_TZS_Angbat_20180711_20181106_MF100_ETOH
ARMS_TZS_Angbat_20180711_20181106_MF500_ETOH,arms_id,fail,not found,ARMS_TZS_Angbat_20180711_20181106_MF500_ETOH
ARMS_TZS_Angbat_20180711_20181106_SF48_ETOH,arms_id,fail,not found,ARMS_TZS_Angbat_20180711_20181106_SF48_ETOH
ARMS_TZS_Angbat_20200608_20201117_MF100,arms_id,fail,not found,ARMS_TZS_Angbat_20200608_20201117_MF100
ARMS_TZS_Angbat_20200608_20201117_MF500,arms_id,fail,not found,ARMS_TZS_Angbat_20200608_20201117_MF500
ARMS_TZS_Angbat_20210608_20211124_SF40,arms_id,fail,not found,ARMS_TZS_Angbat_20210608_20211124_SF40
ARMS_TZS_Angbat_20210608_20211124_MF100,arms_id,fail,not found,ARMS_TZS_Angbat_20210608_20211124_MF100
ARMS_TZS_Angbat_20210608_20211124_MF500,arms_id,fail,not found,ARMS_TZS_Angbat_20210608_20211124_MF500
ARMS_TZS_Angbat_20210609_20220630_SF40_ETOH,arms_id,fail,not found,ARMS_TZS_Angbat_20210609_20220630_SF40_ETOH
ARMS_TZS_Angbat_20210609_20220630_MF100_ETOH,arms_id,fail,not found,ARMS_TZS_Angbat_20210609_20220630_MF100_ETOH
ARMS_TZS_Angbat_20210609_20220630_MF500_ETOH,arms_id,fail,not found,ARMS_TZS_Angbat_20210609_20220630_MF500_ETOH
ARMS_TZS_Angbat_20200608_20201117_SF40,arms_id,fail,not found,ARMS_TZS_Angbat_20200608_20201117_SF40
ARMS_TZS_Kummelkobben_20200608_20201120_MF100,arms_id,fail,not found,ARMS_TZS_Kummelkobben_20200608_20201120_MF100
ARMS_TZS_Kummelkobben_20200608_20201120_MF500,arms_id,fail,not found,ARMS_TZS_Kummelkobben_20200608_20201120_MF500
ARMS_TZS_Kummelkobben_20200608_20201120_SF40,arms_id,fail,not found,ARMS_TZS_Kummelkobben_20200608_20201120_SF40
ARMS_TZS_Kummelkobben_20210608_20211122_SF40,arms_id,fail,not found,ARMS_TZS_Kummelkobben_20210608_20211122_SF40
ARMS_TZS_Kummelkoben_20210608_20211122_MF100,arms_id,fail,not found,ARMS_TZS_Kummelkoben_20210608_20211122_MF100
ARMS_TZS_Kummelkoben_20210608_20211122_MF500,arms_id,fail,not found,ARMS_TZS_Kummelkoben_20210608_20211122_MF500
ARMS_TZS_Kummelkobben_20210609_20220622_SF40,arms_id,fail,not found,ARMS_TZS_Kummelkobben_20210609_20220622_SF40
ARMS_TZS_Kummelkobben_20210609_20220622_MF100,arms_id,fail,not found,ARMS_TZS_Kummelkobben_20210609_20220622_MF100
ARMS_TZS_Kummelkobben_20210609_20220622_MF500,arms_id,fail,not found,ARMS_TZS_Kummelkobben_20210609_20220622_MF500
ARMS_TZS_Spikarna_20180711_20181107_MF100_ETOH,arms_id,fail,not found,ARMS_TZS_Spikarna_20180711_20181107_MF100_ETOH
ARMS_TZS_Spikarna_20180711_20181107_MF500_ETOH,arms_id,fail,not found,ARMS_TZS_Spikarna_20180711_20181107_MF500_ETOH
ARMS_TZS_Spikarna_20180711_20181107_SF48_ETOH,arms_id,fail,not found,ARMS_TZS_Spikarna_20180711_20181107_SF48_ETOH
ARMS_TZS_Spikarna_20200608_20201119_MF100,arms_id,fail,not found,ARMS_TZS_Spikarna_20200608_20201119_MF100
ARMS_TZS_Spikarna_20200608_20201119_MF500,arms_id,fail,not found,ARMS_TZS_Spikarna_20200608_20201119_MF500
ARMS_TZS_Spikarna_20200608_20201119_SF40,arms_id,fail,not found,ARMS_TZS_Spikarna_20200608_20201119_SF40
ARMS_TZS_Spikarna_20210607_20211122_SF40,arms_id,fail,not found,ARMS_TZS_Spikarna_20210607_20211122_SF40
ARMS_TZS_Spikarna_20210607_20211122_MF100,arms_id,fail,not found,ARMS_TZS_Spikarna_20210607_20211122_MF100
ARMS_TZS_Spikarna_20210607_20211122_MF500,arms_id,fail,not found,ARMS_TZS_Spikarna_20210607_20211122_MF500
ARMS_Vigo_TorallaA_20180607_20180924_MF100_ETOH,arms_id,fail,not found,ARMS_Vigo_TorallaA_20180607_20180924_MF100_ETOH
ARMS_Vigo_TorallaA_20180607_20180924_MF500_ETOH,arms_id,fail,not found,ARMS_Vigo_TorallaA_20180607_20180924_MF500_ETOH
ARMS_Vigo_TorallaA_20180607_20180924_SF40_ETOH,arms_id,fail,not found,ARMS_Vigo_TorallaA_20180607_20180924_SF40_ETOH
ARMS_Vigo_TorallaA_20190625_20191014_MF100,arms_id,fail,not found,ARMS_Vigo_TorallaA_20190625_20191014_MF100
ARMS_Vigo_TorallaA_20190625_20191014_MF500,arms_id,fail,not found,ARMS_Vigo_TorallaA_20190625_20191014_MF500
ARMS_Vigo_TorallaA_20190625_20191014_SF40,arms_id,fail,not found,ARMS_Vigo_TorallaA_20190625_20191014_SF40
ARMS_Vigo_TorallaA_20200706_20201006_MF100,arms_id,fail,not found,ARMS_Vigo_TorallaA_20200706_20201006_MF100
ARMS_Vigo_TorallaA_20200706_20201006_MF500,arms_id,fail,not found,ARMS_Vigo_TorallaA_20200706_20201006_MF500
ARMS_Vigo_TorallaA_20200706_20201006_SF,arms_id,fail,not found,ARMS_Vigo_TorallaA_20200706_20201006_SF
ARMS_Vigo_TorallaB_20190625_20191014_MF100,arms_id,fail,not found,ARMS_Vigo_TorallaB_20190625_20191014_MF100
ARMS_Vigo_TorallaB_20190625_20191014_MF500,arms_id,fail,not found,ARMS_Vigo_TorallaB_20190625_20191014_MF500
ARMS_Vigo_TorallaB_20190625_20191014_SF40,arms_id,fail,not found,ARMS_Vigo_TorallaB_20190625_20191014_SF40
ARMS_Vigo_TorallaB_20200706_20201006_MF100,arms_id,fail,not found,ARMS_Vigo_TorallaB_20200706_20201006_MF100
ARMS_Vigo_TorallaB_20200706_20201006_MF500,arms_id,fail,not found,ARMS_Vigo_TorallaB_20200706_20201006_MF500
ARMS_Vigo_TorallaB_20200706_20201006_SF,arms_id,fail,not found,ARMS_Vigo_TorallaB_20200706_20201006_SF
ARMS_Vigo_TorallaC_20190625_20191014_MF100,arms_id,fail,not found,ARMS_Vigo_TorallaC_20190625_20191014_MF100
ARMS_Vigo_TorallaC_20190625_20191014_MF500,arms_id,fail,not found,ARMS_Vigo_TorallaC_20190625_20191014_MF500
ARMS_Vigo_TorallaC_20190625_20191014_SF40,arms_id,fail,not found,ARMS_Vigo_TorallaC_20190625_20191014_SF40
ARMS_Vigo_TorallaC_20200706_20201006_MF100,arms_id,fail,not found,ARMS_Vigo_TorallaC_20200706_20201006_MF100
ARMS_Vigo_TorallaC_20200706_20201006_MF500,arms_id,fail,not found,ARMS_Vigo_TorallaC_20200706_20201006_MF500
ARMS_Vigo_TorallaC_20200706_20201006_SF,arms_id,fail,not found,ARMS_Vigo_TorallaC_20200706_20201006_SF
ARMS_GulfOfPiran_BojaVida_20210611_20210728_SF100_DMSO,arms_id,fail,not found,ARMS_GulfOfPiran_BojaVida_20210611_20210728_SF100_DMSO
ARMS_GulfOfPiran_BojaVida_20210611_20210728_SF40_DMSO,arms_id,fail,not found,ARMS_GulfOfPiran_BojaVida_20210611_20210728_SF40_DMSO
ARMS_GulfOfPiran_BojaVida_20210611_20210728_MF40_DMSO,arms_id,fail,not found,ARMS_GulfOfPiran_BojaVida_20210611_20210728_MF40_DMSO
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF100_DMSO,arms_id,fail,not found,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF100_DMSO
ARMS_GulfOfPiran_LukaKP_20210622_20211027_MF40_DMSO,arms_id,fail,not found,ARMS_GulfOfPiran_LukaKP_20210622_20211027_MF40_DMSO
ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_DMSO,arms_id,fail,not found,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_DMSO
ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_DMSO,arms_id,fail,not found,ARMS_GulfOfPiran_LukaKP_20210223_20210622_SF40_DMSO
ARMS_GulfOfPiran_LukaKP_20210223_20210622_MF40_DMSO,arms_id,fail,not found,ARMS_GulfOfPiran_LukaKP_20210223_20210622_MF40_DMSO
,arms_id,fail,not found,
,arms_id,fail,not found,
,arms_id,fail,not found,
,arms_id,fail,not found,
,arms_id,fail,not found,
