ObservatoryID,UnitID,EventID,Filename,Filetype,PlateNumber,Position,Download URL
Crete,1HERP,ARMS_Crete_1HERP_20190612_20200618,5525400,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/40b7e874-c9c3-4f0c-bff4-8349ae2b44d3.jpg
Eilat,NR1,ARMS_Eilat_NR1_20181017_20200204,3557128,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/9bf675b4-a3ad-40ec-93ac-4b5e558e6b66.jpg
Getxo,G2,ARMS_Getxo_G2_20200624_20201103,3569987,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/00edcac1-2994-4312-8a58-1483b243b727.jpg
Roscoff,MarBloR1,ARMS_Roscoff_MarBloR1_20190612_20190916,3456039,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/2edf9cc1-0dc0-4512-bcd3-908d6b32db4a.jpg
SWC,Gbg1,ARMS_SWC_Gbg1_20200206_20200520,3568928,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/fab43a89-5102-416a-af7e-b613b93e57f5.jpg
Vigo,TorallaA,ARMS_Vigo_TorallaA_20200706_20201006,3559545,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/2ad28173-f4a8-487b-a6c8-b4b95675c24f.jpeg
BelgiumCoast,AJJCD78,ARMS_BelgiumCoast_AJJCD78_20210225_20210819,5266147,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/87b7f39e-299a-4c78-86e3-381b7c827bca.jpg
Plymouth,MBA2,ARMS_Plymouth_MBA2_20180701_20181001,3454294,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/82dc1ac0-f055-45f9-a254-20edcb91e77d.jpg
Koster,VH3,ARMS_Koster_VH3_20200716_20210608,4614903,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/dda0bff4-5e21-4d28-a7b7-57dda91db489.jpg
Limfjord,Red2,ARMS_Limfjord_Red2_20190618_20191029,3452979,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/f9f929ad-5a5f-497e-880e-71034c92b47a.jpg
BelgiumCoast,AZFPin,ARMS_BelgiumCoast_AZFPin_20180712_20180818,3456997,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/746f4883-c14d-45c6-b496-60bc19392b71.jpg
Getxo,G2,ARMS_Getxo_G2_20200624_20201103,3569898,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/41458ff6-6c69-46e1-abc4-1a71276a3753.jpg
Svalbard,S1,ARMS_Svalbard_S1_20190806_20200804,3566881,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/725ca452-0cf0-4a2a-96f5-e557c60f7d6a.jpg
Eilat,NR1,ARMS_Eilat_NR1_20181017_20200204,3557136,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/29cb4b4c-f448-4c9b-b01e-93042b6690a3.jpg
Galway,Gurr1,ARMS_Galway_Gurr1_20210720_20220906,5572491,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/1b84674b-fd61-4598-a977-63c2b9c22e2c.jpg
Crete,1HERP,ARMS_Crete_1HERP_20190612_20200618,5525281,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/7b72b0c8-847d-4476-b1c8-0bb0967539d9.jpg
Svalbard,S2,ARMS_Svalbard_S2_20190805_20200801,3567024,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/5e04dcdd-058c-44df-a937-9cebc2a13cbe.jpg
Svalbard,S1,ARMS_Svalbard_S1_20190806_20200804,3566882,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/c90137f6-3bbb-46c4-b649-bd9a7b4ce8ab.jpg
Crete,1HERP,ARMS_Crete_1HERP_20180928_20190128,3453395,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/4ac0ba3f-9e0f-4d94-bae3-a8d28ed8706c.jpg
Eilat,NR1,ARMS_Eilat_NR1_20181017_20200204,3557067,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/a1b60ac2-f06e-41f5-a071-0a132a7f598a.jpg
Crete,1HERP,ARMS_Crete_1HERP_20200903_20211012,5525822,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/6eff9fd1-be3e-4eda-97f6-86c355e7ddde.jpg
Svalbard,S2,ARMS_Svalbard_S2_20180708_20190805,5520303,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/5e8e6c4a-4f1f-4882-a420-dfded6af8d33.jpg
Limfjord,Red2,ARMS_Limfjord_Red2_20190618_20191029,3452939,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/8c14b9e7-eaa8-4233-bc5b-9f06f14fa947.jpg
Crete,1HERP,ARMS_Crete_1HERP_20200903_20211012,5525932,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/e7eedb6f-daba-4343-8350-dc52da0e9017.jpg
Koster,VH2,ARMS_Koster_VH2_20190527_20200716,3568854,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/31e7b022-521b-405e-be3a-abfe18b0dccc.jpg
Crete,1HERP,ARMS_Crete_1HERP_20190612_20200618,5525310,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/7463ee73-bf37-4f09-a157-40f3dc5398e2.jpg
Getxo,G2,ARMS_Getxo_G2_20190624_20191016,3475554,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/a6d2f1f8-1e14-41e0-8015-8eee1396d1d4.jpg
TZS,Angbat,ARMS_TZS_Angbat_20210608_20211124,6273505,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/f8aec20b-b841-4011-8267-7eca60924a3b.jpg
Svalbard,S1C,ARMS_Svalbard_S1C_20200806_20220803,6813694,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/2739d7ca-fd71-4d16-87a8-ed9f0e578ba8.jpg
SWC,Bjorko1,ARMS_SWC_Bjorko1_20200131_20200518,3568922,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/19ac274d-aacf-4503-a219-bc98e1d6b772.jpg
TZS,Angbat,ARMS_TZS_Angbat_20200608_20201117,3574238,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/134d68fc-c774-4854-9ccf-0fc14f9b6426.jpg
Svalbard,S1,ARMS_Svalbard_S1_20180706_20190806,5520172,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/94545158-24ba-45dd-93d9-55385dfb10fd.jpg
SWC,Gbg4,ARMS_SWC_Gbg4_20200206_20200529,3568998,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/38588c0a-b355-49e8-a140-4541da313387.jpg
Getxo,G1,ARMS_Getxo_G1_20200624_20201103,3569726,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/0892cd5e-2217-4213-a602-e48bb26cf9a9.jpg
Svalbard,S2,ARMS_Svalbard_S2_20190805_20200801,3567082,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/de5684ef-56e5-4609-a342-fb0240e6349e.jpg
Svalbard,S1B,ARMS_Svalbard_S1B_20200806_20220731,6812732,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/f40e0d46-929d-4f36-aa2a-19cbdaed475a.jpg
TZS,Angbat,ARMS_TZS_Angbat_20180711_20181106,3483927,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/f0b33cce-1e65-4531-9e80-2d586ce025c9.jpg
Getxo,G3,ARMS_Getxo_G3_20190624_20191016,3475201,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/5ece873c-0a60-4829-bf8b-3ea044d27dfa.jpg
SWC,Hjuvik1,ARMS_SWC_Hjuvik1_20200131_20200518,3488236,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/3a4e7c46-63a7-4da2-a2ab-10be73b2d67d.jpg
Koster,VH1,ARMS_Koster_VH1_20180418_20190527,3452688,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/e93d5cc9-4ff4-4503-a8ba-ce8b3cd2b8ce.jpg
Svalbard,S2,ARMS_Svalbard_S2_20180708_20190805,5520448,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/fac2b9cd-45c1-4f7f-82c4-70eaa88c89c7.jpg
TZS,Angbat,ARMS_TZS_Angbat_20200608_20201117,3574313,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/a63db843-559c-47a2-b02a-4931e8034f04.jpg
BelgiumCoast,AZFPin,ARMS_BelgiumCoast_AZFPin_20180712_20180818,3457160,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/3a0d2010-4761-4198-9e99-2f9ca56fec26.jpg
TZS,Angbat,ARMS_TZS_Angbat_20200608_20201117,3574334,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/685c7ea1-14d0-4b4e-8820-225bad97dacc.jpg
Svalbard,S1B,ARMS_Svalbard_S1B_20200806_20220731,6812767,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/e2c46e5d-a2cb-4838-9bbd-31a63169d370.jpg
Svalbard,S1C,ARMS_Svalbard_S1C_20200806_20220803,6813681,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/bd086ad1-d0ae-4ed9-8281-539fcf04f54b.jpg
Getxo,G3,ARMS_Getxo_G3_20200624_20201103,3570229,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/7b102771-76b1-4d7c-ae52-9f975e449c35.jpg
Koster,VH2,ARMS_Koster_VH2_20180418_20180906,3452546,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/4068cb6a-5bab-4abb-96f6-6a7a34b77892.jpg
Eilat,NR1,ARMS_Eilat_NR1_20181017_20200204,3557103,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/d4d9a8d7-5825-4492-99fe-8d4eb03bc103.jpg
Getxo,G2,ARMS_Getxo_G2_20200624_20201103,3570037,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/7436ad69-86f5-4604-a9bd-c03ddffbb26f.jpg
Koster,VH3,ARMS_Koster_VH3_20180418_20190527,3452720,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/5f676ff1-deb4-4f07-b152-c18dfbcb737e.jpg
Eilat,Katza2,ARMS_Eilat_Katza2_20181024_20200803,3553352,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/a9924c04-7a87-4c42-bd69-e9d186b2ef64.jpg
TZS,Angbat,ARMS_TZS_Angbat_20180711_20181106,3483979,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/c415d7cc-fcbc-4a3a-90b8-d52c46f142ac.jpg
Eilat,Katza2,ARMS_Eilat_Katza2_20181024_20200803,3553474,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/1319337a-c32f-4540-91ed-e865154a5a64.jpg
Svalbard,S2,ARMS_Svalbard_S2_20180708_20190805,5520424,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/8d826bee-9b4c-40eb-85f5-519becb1516d.jpg
Svalbard,S1,ARMS_Svalbard_S1_20190806_20200804,3566602,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/9af4970f-2be8-486b-8ff9-d774ee413927.jpg
Gdynia,GDY1,ARMS_Gdynia_GDY1_20180813_20191029,3456167,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/0fe0f782-80d5-4372-8c0b-117e339a18c3.jpg
SWC,Bjorko1,ARMS_SWC_Bjorko1_20200131_20200518,3568919,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/97b7012e-bf1f-41dc-81f7-f15759f0b54f.jpg
Koster,VH1,ARMS_Koster_VH1_20210608_20220608,6823931,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/4597ffcd-e83a-4e0e-a897-ad72a8e17afa.jpeg
TZS,Spikarna,ARMS_TZS_Spikarna_20180711_20181107,3437893,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/8cb2146a-4f54-4f14-91b9-065ba2224a69.jpg
RavMarina,RAVM,ARMS_RavMarina_RavM3_20210422_20210722,6307843,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/7c1e988e-2889-4c5e-be0a-fab47692451c.png
Crete,1HERP,ARMS_Crete_1HERP_20200903_20211012,5525935,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/db00d5c4-98ef-4628-9983-8fbf0e1d5626.jpg
Getxo,G1,ARMS_Getxo_G1_20200624_20201103,3569735,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/70fe7702-a374-4064-9ee2-46c18c982b55.jpg
Crete,1HERP,ARMS_Crete_1HERP_20190612_20200618,5525373,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/d0786c28-1e41-4d65-8a8f-c30ed124ccdd.jpg
SWC,Hjuvik1,ARMS_SWC_Hjuvik1_20200131_20200518,3569002,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/6365b1db-77ca-4617-8382-088922df4f9d.jpg
Getxo,G3,ARMS_Getxo_G3_20200624_20201103,3570287,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/f0084c94-9bd2-4e4a-b0c0-c526d41550fc.jpg
TZS,Kummelkobben,ARMS_TZS_Kummelkobben_20200608_20201120,3574541,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/284850ee-9682-456c-a107-07f34712e284.jpg
Getxo,G1,ARMS_Getxo_G1_20200624_20201103,3569727,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/bb0f665f-6350-40bf-9ff9-7efba6a95571.jpg
Crete,2UBPC,ARMS_Crete_2UBPC_20190924_20201211,5526066,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/e7bb43ed-a7fe-420c-9cd7-bf0cc90dbb44.jpg
Svalbard,S1A,ARMS_Svalbard_S1A_20200805_20220729,6811701,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/a715b7b3-62d5-4fdb-b25b-8d5a232f387d.jpg
TZS,Spikarna,ARMS_TZS_Spikarna_20200608_20201118,3574427,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/be9bdf96-e851-4677-adda-b438626535d6.jpg
Svalbard,S1,ARMS_Svalbard_S1_20190806_20200804,3566691,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/0974fd42-8930-4394-b2fd-83034bcc2b3f.jpg
TZS,Spikarna,ARMS_TZS_Spikarna_20180711_20181107,3483794,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/6fe99db9-cd2c-4eeb-abfb-4bff4f49466e.jpg
Svalbard,S1,ARMS_Svalbard_S1_20190806_20200804,3566826,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/acaa9d17-9fc5-4142-87aa-7e80a93d3701.jpg
TZS,Angbat,ARMS_TZS_Angbat_20180711_20181106,3483911,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/456cfc02-c535-4a82-b499-66679b30c61a.jpg
Eilat,Katza2,ARMS_Eilat_Katza2_20181024_20200803,3553480,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/27caf455-94f1-42cf-b907-c5ba89a749fa.jpg
Svalbard,S2,ARMS_Svalbard_S2_20190805_20200801,3567162,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/5bdc3d50-fc70-40e0-a094-643ea0230ca1.jpg
Getxo,G3,ARMS_Getxo_G3_20190624_20191016,3475197,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/96a337bc-7eb3-4e49-9a65-c7af9d465589.jpg
Gdynia,GDY1,ARMS_Gdynia_GDY1_20190619_20191029,3456410,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/7c0a0711-bd82-40ca-927f-3957cf14f4a3.jpg
BelgiumCoast,CoastbustersA,ARMS_BelgiumCoast_CoastbustersA_20210422_20211008,5513535,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/42812be0-f61a-4f7a-927b-ff9540d7d241.jpg
Koster,VH3,ARMS_Koster_VH3_20180418_20190527,3452788,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/686d0b56-8de4-47a4-af94-5dabc1d7c597.jpg
TZS,Angbat,ARMS_TZS_Angbat_20200608_20201117,3574290,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/731ff3d8-db54-4cd0-ad59-24c61f91fec3.jpg
Svalbard,S2,ARMS_Svalbard_S2_20180708_20190805,5520359,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/fda43f37-8ad6-4ef7-9fa3-11902b5dd4de.jpg
BelgiumCoast,AJJC86,ARMS_BelgiumCoast_AJJC86_20200506_20201012,3574132,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/2ea62e4a-880c-4cb2-935d-aa9a74352abc.jpg
Svalbard,S1A,ARMS_Svalbard_S1A_20200805_20220729,6811663,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/b7ef893f-4ccd-4b6a-8dd5-a62afbaa9e94.jpg
Getxo,G3,ARMS_Getxo_G3_20200624_20201103,3570149,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/cd8decde-63ec-4ac5-ad6e-9533c04e4771.jpg
Eilat,NR2,ARMS_Eilat_NR2_20181017_20200524,3551260,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/8a1e1f81-ff5d-4ed5-b82e-c2587cbd6d09.jpg
Svalbard,S1,ARMS_Svalbard_S1_20180706_20190806,5520159,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/0deb1474-5065-4919-bb9f-2fdf61bc4435.jpg
Gdynia,GDY1,ARMS_Gdynia_GDY1_20180813_20191029,3456198,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/e9f7dd41-1568-4c71-a101-10541609bd05.jpg
Eilat,NR2,ARMS_Eilat_NR2_20181017_20200524,3551261,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/1c8dc432-b231-43f1-a61a-5cad052cccce.jpg
Eilat,Katza1,ARMS_Eilat_Katza1_20181024_20200706,3553888,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/87e9de17-e579-444a-8375-12aff9329264.jpg
Galway,Gurr1,ARMS_Galway_Gurr1_20210720_20220906,5572490,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/5d9f358f-10ed-41a8-864c-b0d3d33f826a.jpg
Plymouth,MBA1A,ARMS_Plymouth_MBA1A_20190716_20190916,3454309,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/12b605e5-adff-4d4b-9184-3e184a5327b5.jpg
Koster,VH2,ARMS_Koster_VH2_20200716_20210608,4614884,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/15516377-9b86-4703-85a4-f99563458cda.jpg
Bodo,GStraB,ARMS_Bodo_GStraB_20190621_20201207,4830744,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/125588fb-4b0e-46c7-8950-7445d98ae7d9.jpg
Getxo,G1,ARMS_Getxo_G1_20190624_20191016,3475638,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/8f070c94-08f5-442f-9291-507f56022b63.jpg
SWC,Marstrand2,ARMS_SWC_Marstrand2_20200228_20200527,3569044,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/e0b70cb3-6f07-4213-bac6-b962b2048ad2.jpg
Plymouth,MBA1C,ARMS_Plymouth_MBA1C_20190716_20190920,3454359,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/0397d96d-8a98-4af5-b8d5-e3f328a30102.jpg
Getxo,G2,ARMS_Getxo_G2_20190624_20191016,3475518,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/908f7a90-a74b-4be3-a869-81190e94c06d.jpg
SWC,Marstrand2,ARMS_SWC_Marstrand2_20200228_20200527,3569051,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/555ffb0e-ee71-4ae4-b368-1047fda3248d.jpg
Svalbard,S1,ARMS_Svalbard_S1_20190806_20200804,3566653,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/5f909b79-8ab0-4ee5-a40a-f32441f37c60.jpg
Limfjord,Red2,ARMS_Limfjord_Red2_20191029_20201110,3563608,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/a7b9471f-5bc6-4578-b015-756a4add2a98.jpg
BelgiumCoast,AZFPin,ARMS_BelgiumCoast_AZFPin_20180712_20180818,3457249,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/ec2a3f41-04ed-4242-9a78-3edaa3c02f94.jpg
GulfOfPiran,Fornace,ARMS_GulfOfPiran_Fornace_20180815_20181118,3475834,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/bdbf3e99-8507-4c73-ade4-eec3283726d5.jpg
Eilat,NR2,ARMS_Eilat_NR2_20181017_20200524,3551280,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/61c30179-f6b5-45c7-a085-b6035d474146.jpg
Limfjord,Green33,ARMS_Limfjord_Green33_20191029_20201110,3563600,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/d5b4b506-e703-4c69-8d64-d6fc4e2d18da.jpg
Svalbard,S1A,ARMS_Svalbard_S1A_20200805_20220729,6780133,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/ff724958-32e1-442f-9927-fba8382d468c.jpg
Crete,1HERP,ARMS_Crete_1HERP_20190612_20200618,5525394,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/2a1534f7-ed8a-4d22-8ed6-9f84e2281062.jpg
Svalbard,S1,ARMS_Svalbard_S1_20190806_20200804,3566733,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/4f740d6a-46ee-4ac7-a552-25e78dcb6ce6.jpg
Crete,1HERP,ARMS_Crete_1HERP_20200903_20210122,5525462,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/4bf88fac-6bcd-4953-bb63-f058bd5bae89.jpg
Plymouth,MBA1B,ARMS_Plymouth_MBA1B_20190716_20190918,3454319,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/0890ffbc-610e-463e-9123-2eaaf4ca2031.jpg
Crete,1HERP,ARMS_Crete_1HERP_20200903_20211012,5525950,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/c7ab4149-10b4-424b-9282-61d7f9b79e4c.jpg
Galway,Gurr3,ARMS_Galway_Gurr3_20210720_20220907,5572528,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/49b7bfba-f87a-4ac4-9977-b70b54020817.jpg
Gdynia,GDY1,ARMS_Gdynia_GDY1_20180813_20191029,3456178,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/c4874616-5d2b-4ad4-acde-1c1a786aa66d.jpg
Eilat,Katza2,ARMS_Eilat_Katza2_20181024_20200803,3553465,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/82a32b51-2c0a-4168-9663-8a879106e21f.jpg
TZS,Spikarna,ARMS_TZS_Spikarna_20180711_20181107,3483887,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/e2fe0fe5-a20c-4f51-9ac8-324009a4a876.jpg
BelgiumCoast,AZFPin,ARMS_BelgiumCoast_AZFPin_20180712_20180818,3457225,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/d8c4d129-6ad2-4387-a395-193f92f01e68.jpg
Eilat,NR2,ARMS_Eilat_NR2_20181017_20200524,3551291,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/4aacc600-fef0-4b7e-8cd5-91a080226c19.jpg
Crete,2UBPC,ARMS_Crete_2UBPC_20190924_20201211,5526077,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/2909ce0b-3a35-46f6-9beb-9c0be486bfd5.jpg
SWC,Preemraff2,ARMS_SWC_Preemraff2_20200401_20200715,3569141,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/eca37401-1a2b-44f9-92af-107059fc2fc1.jpg
BelgiumCoast,AZBE1,ARMS_BelgiumCoast_AZBE1_20190924_20200303,3487696,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/cba3df79-2294-47ab-b8f3-cb2f57576c88.jpg
Gdynia,GDY1,ARMS_Gdynia_GDY1_20180813_20191029,3456208,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/a0c86c24-a28c-42be-821e-3420c16a6592.jpg
Crete,1HERP,ARMS_Crete_1HERP_20190612_20191011,3453523,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/a2b8db85-8dcd-4c11-a17a-15b9d9c69923.jpg
Plymouth,MBA2,ARMS_Plymouth_MBA2_20180701_20181001,3454289,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/5d8c38ee-3454-4c3d-9d94-4e4cd3418e5b.jpg
Crete,1HERP,ARMS_Crete_1HERP_20200903_20210122,5525508,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/feb79d55-752f-47a8-804f-99b8f6b03632.jpg
Crete,1HERP,ARMS_Crete_1HERP_20200903_20210626,5525675,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/9e225919-431d-4e15-b153-ddbcdef64f28.jpg
Plymouth,MBA1B,ARMS_Plymouth_MBA1B_20200717_20200922,3567813,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/d831c743-d146-40ae-a6dd-198758a54ff8.jpg
TZS,Spikarna,ARMS_TZS_Spikarna_20180711_20181107,3483815,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/707a0f9e-0e0f-4db1-9461-f13f2783f91f.jpg
Svalbard,S2,ARMS_Svalbard_S2_20190805_20200801,3567038,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/2fcac1b4-bd88-4400-80a9-3440f107f64c.jpg
Getxo,G3,ARMS_Getxo_G3_20200624_20201103,3570294,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/98b94aee-76c9-40c8-be20-d81be5458dca.jpg
TZS,Spikarna,ARMS_TZS_Spikarna_20200608_20201118,3574358,Image,Not Provided,Not Provided,https://s3.hpc.ut.ee/plutof-public/original/2a1b5a68-29c2-450a-afa9-f928f5941124.jpg
