Station,Country,ARMS_unit,Latitude,Longitude,Depth_min,Depth_max,Date_start,Date_end,Event_ID,Event_Description,IUCN_Habitat_type,Material Samples,Observations,Sequences,Associated Data,Created,Updated
Eilat,Israel,NR2,29.50555000,34.92027800,10,10,2018-10-17,2020-05-24,ARMS_Eilat_NR2_20181017_20200524,Coral reef in Nature Reserve,9.8 - Coral Reef,0,0,0,183,2020-08-04,2022-10-28
Eilat,Israel,NR2,29.50555000,34.92027800,10,10,2020-12-27,2022-01-03,ARMS_Eilat_NR2_20201227_20220103,NR2,9.8 - Coral Reef,0,0,0,0,2021-01-05,2024-07-19
Eilat,Israel,NR1,29.50555000,34.92027800,10,10,2018-10-17,2020-02-04,ARMS_Eilat_NR1_20181017_20200204,"Fringing reef, sand areas with coral knolls, and segmented reef patches.",9.8 - Coral Reef,0,0,0,151,2019-11-11,2022-11-01
Eilat,Israel,NR1,29.50555000,34.92027800,10,10,2020-12-27,2021-12-29,ARMS_Eilat_NR1_20201227_20211229,NR1,9.8 - Coral Reef,0,0,0,0,2020-12-16,2024-07-19
Eilat,Israel,Katza2,29.52000000,34.93444400,10,10,2018-10-24,2020-08-03,ARMS_Eilat_Katza2_20181024_20200803,Coral reef close to oil jetty,9.8 - Coral Reef,0,0,0,231,2020-08-04,2022-10-28
Eilat,Israel,Katza2,29.52000000,34.93444400,10,10,2021-03-22,2022-03-22,ARMS_Eilat_Katza2_20210322_20220322,Coral reef close to oil jetty,9.8 - Coral Reef,0,0,0,0,2024-07-19,2024-07-19
Eilat,Israel,Katza1,29.52000000,34.93444400,10,10,2018-10-24,2020-07-06,ARMS_Eilat_Katza1_20181024_20200706,"Fringing coral reef near the port. the site is where the oil jetty is for the trans-Israel pipeline. there are 2 jetty's there, one is not used already for a long time and the other one is rarely used. we put the ARMS in the reef area closer to the 1st jetty.",9.8 - Coral Reef,0,0,0,213,2019-11-11,2020-09-15
Eilat,Israel,Katza1,29.52000000,34.93444400,10,10,2021-03-22,2022-03-13,ARMS_Eilat_Katza1_20210322_20220313,"Fringing coral reef near the port. the site is where the oil jetty is for the trans-Israel pipeline. there are 2 jetty's there, one is not used already for a long time and the other one is rarely used. we put the ARMS in the reef area closer to the 1st jetty.",9.8 - Coral Reef,0,0,0,0,2024-07-19,2024-07-19
Eilat,Israel,EilatNR3,29.50555000,34.92027800,10,10,2020-12-27,2022-01-05,ARMS_Eilat_EilatNR3_20201227_20220105,,9.8 - Coral Reef,0,0,0,0,2024-07-19,2024-07-19
Eilat,Israel,EilatKatza3,29.52000000,34.93444400,10,10,2021-03-22,2022-03-25,ARMS_Eilat_EilatKatza3_20210322_20220325,,9.8 - Coral Reef,0,0,0,0,2024-07-19,2024-07-19
